590895,151323
213981,151355
1046155,232131
68,151741
318993,15733
704685,215515
704889,243022
1029150,151334
705530,151347
711452,152301
66,224179
1056505,243295
1090554,151348
705155,149781
1029146,151333
22120,232137
755443,147579
54630,152912
774139,153504
713568,68631
703449,78058
706016,147689
705518,151347
10827,148933
1161269,231948
704688,134450
1047266,150608
985776,152354
704698,13726
1045161,56631
704506,3
704510,4
670987,233154
58230,151392
1044252,134628
1163695,151601
704756,134420
705522,151355
1045614,151294
1040458,243148
335104,243498
99,174144
704510,3
704691,136175
52507,158980
705137,15268
704735,149950
704522,234557
693193,151362
57,150020
704670,151706
62116,146305
62026,149806
713359,15244
1029134,151333
704501,243179
705518,151357
1040157,134632
36,248341
704761,146504
704253,243299
983367,148198
983589,151537
52673,134774
705518,151356
1162382,243561
671496,79435
1040138,243296
24,248349
704698,13715
62145,151469
705522,151345
670342,152360
706486,233732
704021,77825
704789,15402
24,248344
1045716,230601
704253,243301
1090558,151344
80,151740
704509,243180
755326,232125
704701,146512
704683,136170
704699,136165
705348,134187
704502,12
705530,151344
705518,151353
33880,151307
704513,243176
670529,154019
9870,151065
703477,153934
713608,151400
704687,149967
705526,151347
51273,231938
705522,151363
1027405,77894
32,248351
1029150,151347
704232,134633
51454,16292
62585,151301
1067495,228307
1029142,151349
1027401,77897
61964,146361
704499,239750
132,248309
1040453,210401
1090570,151354
705543,149631
336381,151546
61692,243086
712752,248347
704514,19
1028071,150075
704691,149987
12,151777
713636,151397
704478,151801
661444,152674
33,239729
33848,151330
706424,147536
705542,151357
1038927,152378
704498,151797
705513,15120
1040158,243293
1027381,77902
61984,15280
22115,151068
704837,243028
668817,147843
985525,150720
705410,151407
1108961,138441
824735,151153
704499,150073
61132,243297
1033269,151333
704693,243115
709669,151344
706691,59468
704673,243123
1015627,134616
705514,151362
704746,151685
754232,15279
62146,149738
103792,147745
670796,72856
713608,151406
704236,134626
1058274,151131
36,248347
1090558,151362
61120,15638
755265,151090
704685,15468
713368,151479
115,243148
12,14
704511,150070
1046238,151057
704502,29
1040146,243304
705422,151411
64025,150676
64,248345
713368,151474
705209,56606
29,150052
16,14
1090582,151345
10857,152367
704957,215392
54661,244302
705530,151355
52498,77931
983554,149813
10865,152361
1045834,151201
705522,151359
52238,153938
32,8
1040153,134645
24,12
8719,94627
56,0
68,248339
706683,231923
705522,151360
51522,147327
40,7
704683,136184
1100818,2165
54455,151273
5183,151330
1056488,134673
1090570,151351
52,1
8,21
705121,15253
12,151788
335325,228
707374,150592
24,14
704475,225961
1046228,161414
1046059,232149
60,0
24,15
52210,78072
1033245,151339
10853,152363
705578,151337
712935,146505
704764,134421
705522,151362
704754,144775
704755,149947
56,1
12,21
712762,3444
52,2
23,119014
1090542,151362
54647,151183
704687,136183
703465,153954
705763,115032
704501,174227
704519,150074
1056306,175
1027176,134891
713421,149775
984005,151343
43,243185
704528,134548
60,1
1040179,13918
704667,136214
671,15266
1044082,172613
704686,151727
1044270,172588
329260,232140
335592,243271
62156,15246
1106603,163537
985503,154214
60,3
704501,77644
1046055,232147
52501,155505
705482,151337
1027348,155512
1045394,151363
704690,151726
67,160393
704687,150004
52478,77908
60,2
984873,151035
985769,67870
704687,150000
62110,94598
24,20
670965,243486
704698,82734
705150,151530
713616,151361
213929,151353
10539,231864
56,6
72,1
12333,11
1046059,232142
55,84515
24,151789
1027139,74545
704058,164
714089,156340
712752,7
705162,151526
704693,243127
60,6
62124,15257
705131,149817
704514,151807
1106894,151343
64,3
1040170,243297
713612,151364
713419,15252
704683,150002
80,0
706668,237120
693213,151338
976420,151081
713419,15246
671597,243277
9130,151355
57369,215606
213989,151331
76,2
1056268,3634
1161523,242227
713420,13521
704694,151719
9940,147550
80,248350
80,1
390128,151327
704697,243123
704240,79421
76,3
704237,153580
704519,150068
1106894,151335
319188,134617
76,0
704683,150000
705519,94415
1046226,151077
389984,151390
1040150,105342
704682,82739
1056049,77898
705135,149806
704813,146509
706472,147535
63207,147542
1046244,161414
28,23
704733,15455
72,2
1119254,151305
705146,151530
348314,248311
705127,149809
705130,151532
1027348,134823
705146,151531
1040125,134672
703917,77847
705150,151529
76,1
704242,86
704694,151718
671428,134624
1046242,151072
1056330,161
80,3
1027360,134823
708439,134636
705151,149798
704492,134566
52494,77898
706643,135380
10833,152412
15,160423
705335,225571
705134,151535
29,219050
80,2
984830,232114
1046050,151081
706428,147551
713628,151363
48,18
61904,243016
704970,151611
1039666,77900
1046060,120034
64,10
704492,134577
34,134549
705530,151333
329482,132002
1040285,79423
61501,16
1056310,124336
1161503,242216
1040798,243022
985355,16293
92,2
704499,143196
704683,150017
64,15
4,151807
704682,248323
52498,77911
705143,149800
1090574,151329
693205,151347
1046492,147520
1119895,156283
62136,15241
713608,151383
985508,14504
390148,151326
1046243,232131
704501,243230
705530,151336
705127,149808
38,134551
1046060,161416
704671,212108
62421,151347
705518,151334
704693,243142
1045117,1474
1046687,231923
704698,13767
704756,93070
706659,245763
988706,161421
62409,151351
693245,151336
704686,151737
1067523,228318
705534,151336
705123,149808
18,134558
10607,149064
704754,248272
62405,151356
801673,81531
706643,245772
25,150076
1046251,232130
670789,153890
705514,151333
68,15
704512,134575
713596,151385
1036955,15255
1161545,231856
72,17
985344,152551
390160,151328
54629,154618
704670,151742
1027190,124544
704522,151805
1173824,242207
704687,150009
705135,94606
1046067,232122
704953,215421
1027581,243354
704790,13717
795586,151362
1027357,77892
1046222,151092
705530,151328
669207,151072
45,150076
1028699,149806
704666,248322
704745,15463
76,14
704497,243222
704232,10425
1161719,152432
814916,243310
705518,151341
1055649,78078
712969,149962
1056488,155395
984614,232122
61131,134610
704054,161
704697,236235
1023254,153785
704758,13728
705526,151332
693217,151346
52489,134826
10196,147527
1046219,232154
11888,243303
52238,2147
704510,151814
704687,150008
713613,115166
52486,77913
713600,151389
713588,151395
1056089,153750
711459,16052
1027361,153777
62136,15245
