566,3211
138,10290
9,12069
177,11998
1089,11614
22,3440
1031,1291
100,6857
579,8380
253,5068
585,11826
1015,1297
217,11982
228,6803
265,11961
762,10028
22,3441
850,9991
265,11962
23,1716
267,8512
1235,8104
130,10294
12,6894
250,10244
146,10287
177,11997
1031,1292
531,8400
650,10075
791,1392
444,6710
889,11700
1,12074
244,6794
385,11912
763,8304
775,1400
249,11970
767,1404
793,11741
250,10245
1063,1279
957,4770
462,3253
170,10278
571,8382
17,12068
177,11999
436,6716
258,10242
227,8525
780,6573
274,10235
723,8318
978,9935
263,1617
169,12002
531,8402
241,11968
470,3250
249,11971
250,10246
55,1705
253,5071
201,11985
1,12076
23,1718
787,8295
267,8514
763,8306
454,3255
178,10269
970,9936
27,8616
923,8232
11,8622
1209,11561
785,11745
766,3131
970,9937
241,11967
258,10244
21,5169
782,3124
39,1711
243,8516
1205,4665
423,1545
663,1444
587,8378
21,5170
454,3253
978,9931
1044,6464
401,11902
814,3112
23,1720
227,8523
214,3355
29,5166
22,3446
265,11967
170,10274
814,3111
201,11984
267,8517
547,8397
1204,6389
1235,8099
823,1382
777,11751
655,1448
1039,1294
1215,1220
146,10293
981,4754
201,11995
212,6816
27,8619
277,5050
124,6854
249,11962
582,3212
251,8512
1031,1298
1021,4752
774,3118
35,8615
185,12003
265,11955
277,5051
33,12065
265,11956
244,6801
266,10231
241,11976
268,6781
162,10288
33,12067
249,11963
574,3213
242,10251
1012,6464
68,6875
2,10356
778,10015
1007,1292
779,8290
587,8381
771,8294
7,1731
1029,4750
246,3350
247,1625
228,6807
593,11829
582,3210
267,8507
1047,1293
271,1606
981,4753
22,3449
23,1724
251,8514
555,8397
30,3445
20,6899
820,6550
10,10354
780,6567
211,8538
95,1695
275,8504
555,8400
1204,6395
268,6782
1012,6462
103,1692
220,6810
1236,6381
204,6816
1020,6480
251,8515
100,6867
579,8390
0,11
204,6817
257,11962
393,11898
1204,6394
228,6805
1194,9848
273,11955
67,8606
17,12076
193,11996
925,4774
220,6809
177,12000
1215,1218
972,6480
790,3115
273,11956
406,3270
2,10359
138,10295
1202,9847
622,3196
393,11899
1155,8142
785,11740
185,11997
1087,1276
146,10291
269,5060
220,6807
820,6551
595,8382
777,11745
582,3214
10,10356
258,10239
177,12002
1004,6463
357,5018
276,6781
772,6573
185,11998
237,5075
793,11737
14,3457
778,10007
170,10290
235,8538
1018,9933
954,9933
273,11971
476,6712
826,9987
274,10246
266,10249
618,10074
996,6466
507,8397
785,11728
194,10280
287,1618
831,1362
444,6726
1129,11610
534,3212
238,3362
25,12075
1028,6480
964,6480
7,1736
246,3358
786,10004
225,11991
247,1633
2,10362
1218,9850
723,8306
178,10285
267,8525
839,1359
775,1386
233,11987
530,10113
1202,9857
1028,6481
10,10359
847,1353
251,8533
787,8280
179,8563
780,6558
823,1366
233,11986
78,3428
276,6797
266,10251
1021,4760
526,3216
194,10279
92,6871
1236,6391
225,11989
249,11984
260,6805
739,8296
11,8635
241,11982
291,8515
463,1542
779,8284
1068,6463
991,1292
454,3271
284,6794
1028,6482
841,11704
8,13
202,10273
21,5182
265,11978
547,8383
1087,1284
787,8282
140,6850
266,10253
233,11985
433,11900
8,14
820,6543
891,8232
290,10243
285,5070
247,1630
781,4836
51,8618
81,12056
1226,9843
245,5080
266,10254
235,8534
996,6462
337,11948
1079,1286
36,6900
242,10255
262,3357
263,1632
531,8390
253,5086
857,11700
71,1710
233,11983
257,11983
19,8634
761,11744
542,3213
534,3216
201,11996
262,3358
23,1733
242,10254
409,11913
1015,1278
996,6460
515,8399
777,11738
217,11989
294,3343
531,8392
779,8288
820,6544
983,1293
16,13
1,12092
266,10255
3,8642
0,20
268,6805
588,6640
550,3211
6,3467
975,1294
393,11914
850,9970
12,6914
178,10293
1034,9933
244,6816
1015,1277
258,10246
1236,6398
270,3342
238,3369
883,8231
988,6463
275,8514
89,12056
111,1698
91,8606
590,3195
233,11994
36,6903
755,8298
21,5186
967,1298
3,8643
774,3104
783,1376
1045,4755
268,6793
111,1697
581,4924
787,8272
8,18
420,6728
250,10251
127,1693
580,6646
773,4830
3,8644
1103,1279
1129,11616
1,12094
282,10238
891,8230
244,6814
1052,6478
8,19
266,10244
267,8519
32,9
515,8402
883,8229
124,6869
233,11993
523,8398
1195,8142
16,16
269,5070
771,8281
250,10252
1,12095
273,11967
523,8399
2,10370
283,8512
778,10003
949,4755
32,8
140,6862
1084,6462
13,5191
24,12
233,11992
1015,1274
34,10355
177,12015
767,1385
563,8383
250,10253
261,5074
523,8400
194,10283
17,12089
980,6462
703,1419
9,12092
281,11965
292,6786
87,1711
959,1298
452,6712
1052,6480
1053,4755
191,1662
17,12090
7,1746
1029,4765
16,18
261,5075
772,6558
1226,9849
1187,8140
1228,6399
283,8514
932,6482
791,1375
21,5189
32,10
217,11998
823,1360
588,6646
11,8644
765,4837
